sample,chromosome,start,end,strand,unique_reads,multi_reads,total_reads,junction_type,junction_id
sample_1_Aligned.sortedByCoord.out,chr2,6723710,6731812,-,5,2,7,known,chr2:6723710-6731812
sample_1_Aligned.sortedByCoord.out,chr17,31725074,31726756,+,6,2,8,known,chr17:31725074-31726756
sample_1_Aligned.sortedByCoord.out,chr18,11270714,11272187,+,12,3,15,known,chr18:11270714-11272187
sample_1_Aligned.sortedByCoord.out,chr1,22440616,22445402,-,9,0,9,known,chr1:22440616-22445402
sample_1_Aligned.sortedByCoord.out,chr3,6386937,6394052,-,20,2,22,known,chr3:6386937-6394052
sample_1_Aligned.sortedByCoord.out,chr7,29881994,29885872,+,9,0,9,known,chr7:29881994-29885872
sample_1_Aligned.sortedByCoord.out,chr15,46296279,46300837,-,4,2,6,known,chr15:46296279-46300837
sample_1_Aligned.sortedByCoord.out,chr1,4145266,4148601,-,13,1,14,known,chr1:4145266-4148601
sample_1_Aligned.sortedByCoord.out,chr7,8181848,8187214,+,9,1,10,known,chr7:8181848-8187214
sample_1_Aligned.sortedByCoord.out,chr20,2664717,2669835,-,11,1,12,novel,chr20:2664717-2669835
sample_1_Aligned.sortedByCoord.out,chr8,2398437,2399791,+,18,0,18,known,chr8:2398437-2399791
sample_1_Aligned.sortedByCoord.out,chr7,43479567,43487852,-,10,2,12,known,chr7:43479567-43487852
sample_1_Aligned.sortedByCoord.out,chr21,14991583,14998090,+,14,2,16,known,chr21:14991583-14998090
sample_1_Aligned.sortedByCoord.out,chr12,39199461,39208928,-,9,2,11,known,chr12:39199461-39208928
sample_1_Aligned.sortedByCoord.out,chr8,30110795,30115893,+,13,2,15,known,chr8:30110795-30115893
sample_1_Aligned.sortedByCoord.out,chr13,41889205,41897658,+,12,2,14,known,chr13:41889205-41897658
sample_1_Aligned.sortedByCoord.out,chr12,23967343,23971486,-,7,2,9,known,chr12:23967343-23971486
sample_1_Aligned.sortedByCoord.out,chr21,20207367,20209447,-,6,3,9,known,chr21:20207367-20209447
sample_1_Aligned.sortedByCoord.out,chr18,21638013,21647688,+,10,2,12,known,chr18:21638013-21647688
sample_1_Aligned.sortedByCoord.out,chr16,49976564,49979669,+,8,1,9,known,chr16:49976564-49979669
sample_1_Aligned.sortedByCoord.out,chr4,20543926,20544649,+,5,3,8,known,chr4:20543926-20544649
sample_1_Aligned.sortedByCoord.out,chr2,14982497,14986005,-,11,0,11,known,chr2:14982497-14986005
sample_1_Aligned.sortedByCoord.out,chr4,19627814,19628918,+,14,7,21,known,chr4:19627814-19628918
sample_1_Aligned.sortedByCoord.out,chr15,36933267,36941895,+,14,4,18,known,chr15:36933267-36941895
sample_1_Aligned.sortedByCoord.out,chr14,31673715,31674262,+,7,3,10,novel,chr14:31673715-31674262
sample_1_Aligned.sortedByCoord.out,chr10,39437003,39440437,+,7,0,7,known,chr10:39437003-39440437
sample_1_Aligned.sortedByCoord.out,chr16,11907811,11914192,-,9,2,11,known,chr16:11907811-11914192
sample_1_Aligned.sortedByCoord.out,chr5,37628336,37633184,-,10,2,12,known,chr5:37628336-37633184
sample_1_Aligned.sortedByCoord.out,chr8,20944078,20945537,-,8,2,10,novel,chr8:20944078-20945537
sample_1_Aligned.sortedByCoord.out,chr13,7098487,7106796,+,9,1,10,novel,chr13:7098487-7106796
sample_1_Aligned.sortedByCoord.out,chr22,14456824,14457807,+,13,2,15,known,chr22:14456824-14457807
sample_1_Aligned.sortedByCoord.out,chr14,20939331,20948607,+,9,8,17,known,chr14:20939331-20948607
sample_1_Aligned.sortedByCoord.out,chr19,37134542,37140188,-,18,5,23,known,chr19:37134542-37140188
sample_1_Aligned.sortedByCoord.out,chr10,48785454,48789475,+,9,0,9,known,chr10:48785454-48789475
sample_1_Aligned.sortedByCoord.out,chr19,26923142,26924506,+,12,1,13,known,chr19:26923142-26924506
sample_1_Aligned.sortedByCoord.out,chr14,48333860,48339764,+,8,2,10,novel,chr14:48333860-48339764
sample_1_Aligned.sortedByCoord.out,chr21,6361359,6369733,-,12,3,15,known,chr21:6361359-6369733
sample_1_Aligned.sortedByCoord.out,chr12,38330237,38340140,-,13,3,16,novel,chr12:38330237-38340140
sample_1_Aligned.sortedByCoord.out,chr14,42536933,42541166,-,7,3,10,known,chr14:42536933-42541166
sample_1_Aligned.sortedByCoord.out,chr5,10051638,10060033,+,10,2,12,known,chr5:10051638-10060033
sample_1_Aligned.sortedByCoord.out,chr12,26858244,26859338,-,14,4,18,known,chr12:26858244-26859338
sample_1_Aligned.sortedByCoord.out,chr3,17102689,17108678,+,10,3,13,known,chr3:17102689-17108678
sample_1_Aligned.sortedByCoord.out,chr15,48687358,48690645,+,9,0,9,known,chr15:48687358-48690645
sample_1_Aligned.sortedByCoord.out,chr21,18095412,18097807,-,9,1,10,known,chr21:18095412-18097807
sample_1_Aligned.sortedByCoord.out,chr3,43785465,43795304,+,11,3,14,novel,chr3:43785465-43795304
sample_1_Aligned.sortedByCoord.out,chr5,37027701,37032021,+,8,0,8,known,chr5:37027701-37032021
sample_1_Aligned.sortedByCoord.out,chr22,48532792,48534127,+,10,2,12,known,chr22:48532792-48534127
sample_1_Aligned.sortedByCoord.out,chr2,33907794,33910983,+,15,3,18,known,chr2:33907794-33910983
sample_1_Aligned.sortedByCoord.out,chr5,27279738,27287155,-,9,3,12,known,chr5:27279738-27287155
sample_1_Aligned.sortedByCoord.out,chr22,42650684,42652241,-,11,2,13,novel,chr22:42650684-42652241
sample_1_Aligned.sortedByCoord.out,chr8,40390898,40391220,+,12,2,14,known,chr8:40390898-40391220
sample_1_Aligned.sortedByCoord.out,chr12,49107835,49117713,+,14,2,16,known,chr12:49107835-49117713
sample_1_Aligned.sortedByCoord.out,chr21,46202983,46205163,-,12,2,14,known,chr21:46202983-46205163
sample_1_Aligned.sortedByCoord.out,chr11,21074929,21083846,-,7,2,9,known,chr11:21074929-21083846
sample_1_Aligned.sortedByCoord.out,chr8,42476874,42478914,-,9,1,10,known,chr8:42476874-42478914
sample_1_Aligned.sortedByCoord.out,chr8,43379021,43382658,+,4,5,9,known,chr8:43379021-43382658
sample_1_Aligned.sortedByCoord.out,chr21,1180778,1186947,+,10,1,11,novel,chr21:1180778-1186947
sample_1_Aligned.sortedByCoord.out,chr12,47214533,47217689,+,9,1,10,novel,chr12:47214533-47217689
sample_1_Aligned.sortedByCoord.out,chr19,23599794,23608380,+,9,2,11,known,chr19:23599794-23608380
sample_1_Aligned.sortedByCoord.out,chr22,19879624,19882948,+,13,3,16,known,chr22:19879624-19882948
sample_1_Aligned.sortedByCoord.out,chr14,34494949,34495753,-,6,1,7,novel,chr14:34494949-34495753
sample_1_Aligned.sortedByCoord.out,chr18,48483283,48484630,+,13,3,16,novel,chr18:48483283-48484630
sample_1_Aligned.sortedByCoord.out,chr8,20077744,20084195,+,10,3,13,novel,chr8:20077744-20084195
sample_1_Aligned.sortedByCoord.out,chr1,39873429,39877329,-,9,3,12,known,chr1:39873429-39877329
sample_1_Aligned.sortedByCoord.out,chr6,29110147,29119818,-,9,1,10,known,chr6:29110147-29119818
sample_1_Aligned.sortedByCoord.out,chr6,31926920,31930378,-,8,3,11,known,chr6:31926920-31930378
sample_1_Aligned.sortedByCoord.out,chr2,3061680,3062240,+,11,2,13,known,chr2:3061680-3062240
sample_1_Aligned.sortedByCoord.out,chr22,21592423,21602000,-,13,4,17,known,chr22:21592423-21602000
sample_1_Aligned.sortedByCoord.out,chr8,10080270,10082016,+,11,2,13,known,chr8:10080270-10082016
sample_1_Aligned.sortedByCoord.out,chr15,29865694,29868240,-,9,2,11,known,chr15:29865694-29868240
sample_1_Aligned.sortedByCoord.out,chr1,31489047,31494726,+,12,3,15,known,chr1:31489047-31494726
sample_1_Aligned.sortedByCoord.out,chr2,12525203,12531886,-,7,1,8,novel,chr2:12525203-12531886
sample_1_Aligned.sortedByCoord.out,chr6,41968632,41973615,-,4,2,6,novel,chr6:41968632-41973615
sample_1_Aligned.sortedByCoord.out,chr6,15764182,15771117,+,14,1,15,known,chr6:15764182-15771117
sample_1_Aligned.sortedByCoord.out,chr7,28587732,28590888,+,13,2,15,known,chr7:28587732-28590888
sample_1_Aligned.sortedByCoord.out,chr20,18171093,18171286,-,14,0,14,known,chr20:18171093-18171286
sample_1_Aligned.sortedByCoord.out,chr2,8900132,8906102,-,10,1,11,known,chr2:8900132-8906102
sample_1_Aligned.sortedByCoord.out,chr10,9044010,9046882,-,8,5,13,known,chr10:9044010-9046882
sample_1_Aligned.sortedByCoord.out,chr21,30975806,30976461,+,7,5,12,known,chr21:30975806-30976461
sample_1_Aligned.sortedByCoord.out,chr11,24839829,24842913,+,12,0,12,known,chr11:24839829-24842913
sample_1_Aligned.sortedByCoord.out,chr4,41694200,41696033,+,8,1,9,known,chr4:41694200-41696033
sample_1_Aligned.sortedByCoord.out,chr4,47103936,47106999,+,6,3,9,known,chr4:47103936-47106999
sample_1_Aligned.sortedByCoord.out,chr6,23900986,23903071,+,10,3,13,known,chr6:23900986-23903071
sample_1_Aligned.sortedByCoord.out,chr18,23153463,23159000,-,9,2,11,known,chr18:23153463-23159000
sample_1_Aligned.sortedByCoord.out,chr22,36781115,36787838,-,11,3,14,known,chr22:36781115-36787838
sample_1_Aligned.sortedByCoord.out,chr8,49849506,49854026,-,10,3,13,known,chr8:49849506-49854026
sample_1_Aligned.sortedByCoord.out,chr15,12698646,12705773,-,9,7,16,known,chr15:12698646-12705773
sample_1_Aligned.sortedByCoord.out,chr16,35393984,35394959,+,9,5,14,known,chr16:35393984-35394959
sample_1_Aligned.sortedByCoord.out,chr9,9159386,9160601,+,7,2,9,known,chr9:9159386-9160601
sample_1_Aligned.sortedByCoord.out,chr11,19495700,19502414,+,5,1,6,known,chr11:19495700-19502414
sample_1_Aligned.sortedByCoord.out,chr7,35494037,35495760,+,8,1,9,known,chr7:35494037-35495760
sample_1_Aligned.sortedByCoord.out,chr8,22333521,22338390,+,13,1,14,novel,chr8:22333521-22338390
sample_1_Aligned.sortedByCoord.out,chr3,23046200,23050673,-,6,4,10,known,chr3:23046200-23050673
sample_1_Aligned.sortedByCoord.out,chr10,26658559,26663284,-,11,1,12,known,chr10:26658559-26663284
sample_1_Aligned.sortedByCoord.out,chr15,39990647,39999976,+,13,1,14,novel,chr15:39990647-39999976
sample_1_Aligned.sortedByCoord.out,chr8,3685055,3686767,-,9,4,13,known,chr8:3685055-3686767
sample_1_Aligned.sortedByCoord.out,chr3,19215750,19218406,-,15,1,16,known,chr3:19215750-19218406
sample_1_Aligned.sortedByCoord.out,chr7,36837800,36845125,-,7,0,7,known,chr7:36837800-36845125
sample_1_Aligned.sortedByCoord.out,chr1,35025819,35029521,+,9,1,10,known,chr1:35025819-35029521
sample_1_Aligned.sortedByCoord.out,chr19,6294296,6295919,+,5,1,6,novel,chr19:6294296-6295919
sample_1_Aligned.sortedByCoord.out,chr1,37492714,37498859,-,10,3,13,known,chr1:37492714-37498859
sample_1_Aligned.sortedByCoord.out,chr2,35164302,35170884,-,8,2,10,known,chr2:35164302-35170884
sample_1_Aligned.sortedByCoord.out,chr13,5726150,5730873,-,11,0,11,known,chr13:5726150-5730873
sample_1_Aligned.sortedByCoord.out,chr21,1951680,1952498,+,8,2,10,known,chr21:1951680-1952498
sample_1_Aligned.sortedByCoord.out,chr9,11863421,11864213,-,9,2,11,known,chr9:11863421-11864213
sample_1_Aligned.sortedByCoord.out,chr19,20535296,20536947,+,11,4,15,known,chr19:20535296-20536947
sample_1_Aligned.sortedByCoord.out,chr15,37679332,37688645,+,7,1,8,novel,chr15:37679332-37688645
sample_1_Aligned.sortedByCoord.out,chr6,47640893,47643611,-,15,3,18,known,chr6:47640893-47643611
sample_1_Aligned.sortedByCoord.out,chr21,26409277,26416958,-,8,4,12,novel,chr21:26409277-26416958
sample_1_Aligned.sortedByCoord.out,chr7,14996209,14998341,+,7,3,10,known,chr7:14996209-14998341
sample_1_Aligned.sortedByCoord.out,chr22,41242866,41245680,-,10,1,11,known,chr22:41242866-41245680
sample_1_Aligned.sortedByCoord.out,chr13,6972923,6977667,+,10,2,12,novel,chr13:6972923-6977667
sample_1_Aligned.sortedByCoord.out,chr5,11038546,11047349,-,5,3,8,known,chr5:11038546-11047349
sample_1_Aligned.sortedByCoord.out,chr3,26607781,26616959,-,11,3,14,novel,chr3:26607781-26616959
sample_1_Aligned.sortedByCoord.out,chr3,43076155,43082729,+,7,0,7,known,chr3:43076155-43082729
sample_1_Aligned.sortedByCoord.out,chr16,3171505,3178581,+,8,4,12,known,chr16:3171505-3178581
sample_1_Aligned.sortedByCoord.out,chr7,12406416,12410190,-,9,3,12,known,chr7:12406416-12410190
sample_1_Aligned.sortedByCoord.out,chr22,41907487,41913418,-,15,2,17,known,chr22:41907487-41913418
sample_1_Aligned.sortedByCoord.out,chr19,22736396,22740430,+,11,0,11,known,chr19:22736396-22740430
sample_1_Aligned.sortedByCoord.out,chr2,35575934,35578359,+,14,0,14,known,chr2:35575934-35578359
sample_1_Aligned.sortedByCoord.out,chr6,39428530,39436012,+,15,3,18,known,chr6:39428530-39436012
sample_1_Aligned.sortedByCoord.out,chr8,21592697,21597661,+,10,3,13,novel,chr8:21592697-21597661
sample_1_Aligned.sortedByCoord.out,chr2,43618455,43626104,+,9,1,10,known,chr2:43618455-43626104
sample_1_Aligned.sortedByCoord.out,chr14,12274769,12279254,-,8,2,10,known,chr14:12274769-12279254
sample_1_Aligned.sortedByCoord.out,chr7,13203834,13207931,+,11,5,16,novel,chr7:13203834-13207931
sample_1_Aligned.sortedByCoord.out,chr15,15889434,15891142,-,9,3,12,known,chr15:15889434-15891142
sample_1_Aligned.sortedByCoord.out,chr18,5931698,5938459,+,10,2,12,known,chr18:5931698-5938459
sample_1_Aligned.sortedByCoord.out,chr4,2957172,2966530,+,11,3,14,known,chr4:2957172-2966530
sample_1_Aligned.sortedByCoord.out,chr17,45739555,45742981,-,9,2,11,known,chr17:45739555-45742981
sample_1_Aligned.sortedByCoord.out,chr19,32808749,32817080,+,9,1,10,known,chr19:32808749-32817080
sample_1_Aligned.sortedByCoord.out,chr22,39728519,39732943,+,5,0,5,known,chr22:39728519-39732943
sample_1_Aligned.sortedByCoord.out,chr10,6547308,6548008,-,9,3,12,known,chr10:6547308-6548008
sample_1_Aligned.sortedByCoord.out,chr8,49597138,49603610,+,10,2,12,known,chr8:49597138-49603610
sample_1_Aligned.sortedByCoord.out,chr13,21323829,21327102,-,9,2,11,known,chr13:21323829-21327102
sample_1_Aligned.sortedByCoord.out,chr4,37035330,37042393,+,8,1,9,known,chr4:37035330-37042393
sample_1_Aligned.sortedByCoord.out,chr19,33297082,33300243,-,7,2,9,known,chr19:33297082-33300243
sample_1_Aligned.sortedByCoord.out,chr9,25416377,25424009,+,11,3,14,known,chr9:25416377-25424009
sample_1_Aligned.sortedByCoord.out,chr19,32549144,32558512,-,6,5,11,known,chr19:32549144-32558512
sample_1_Aligned.sortedByCoord.out,chr9,26241958,26248042,-,12,3,15,known,chr9:26241958-26248042
sample_1_Aligned.sortedByCoord.out,chr5,39934169,39941212,+,5,1,6,known,chr5:39934169-39941212
sample_1_Aligned.sortedByCoord.out,chr8,14447164,14447693,-,11,3,14,known,chr8:14447164-14447693
sample_1_Aligned.sortedByCoord.out,chr9,42880415,42886408,+,10,3,13,known,chr9:42880415-42886408
sample_1_Aligned.sortedByCoord.out,chr14,38865729,38872416,+,17,3,20,known,chr14:38865729-38872416
sample_1_Aligned.sortedByCoord.out,chr11,47376728,47382874,+,9,1,10,known,chr11:47376728-47382874
sample_1_Aligned.sortedByCoord.out,chr3,28288604,28295107,-,14,1,15,known,chr3:28288604-28295107
sample_1_Aligned.sortedByCoord.out,chr2,45380188,45389067,-,12,3,15,known,chr2:45380188-45389067
sample_1_Aligned.sortedByCoord.out,chr1,23596691,23597686,-,8,2,10,known,chr1:23596691-23597686
sample_1_Aligned.sortedByCoord.out,chr3,23425722,23435535,+,11,3,14,known,chr3:23425722-23435535
sample_1_Aligned.sortedByCoord.out,chr17,33574638,33576333,+,5,1,6,novel,chr17:33574638-33576333
sample_1_Aligned.sortedByCoord.out,chr13,34550829,34558087,-,9,2,11,novel,chr13:34550829-34558087
sample_1_Aligned.sortedByCoord.out,chr13,11251204,11254951,-,15,1,16,novel,chr13:11251204-11254951
sample_1_Aligned.sortedByCoord.out,chr9,28148987,28157938,+,7,1,8,known,chr9:28148987-28157938
sample_1_Aligned.sortedByCoord.out,chr13,34331786,34337975,+,10,2,12,known,chr13:34331786-34337975
sample_1_Aligned.sortedByCoord.out,chr4,26996422,27002833,-,12,2,14,known,chr4:26996422-27002833
sample_1_Aligned.sortedByCoord.out,chr11,29400225,29409314,+,7,0,7,known,chr11:29400225-29409314
sample_1_Aligned.sortedByCoord.out,chr11,4654014,4656315,-,6,1,7,known,chr11:4654014-4656315
sample_1_Aligned.sortedByCoord.out,chr12,42538597,42544760,-,10,0,10,novel,chr12:42538597-42544760
sample_1_Aligned.sortedByCoord.out,chr11,42592072,42595351,+,8,1,9,known,chr11:42592072-42595351
sample_1_Aligned.sortedByCoord.out,chr13,19261519,19264607,+,9,1,10,novel,chr13:19261519-19264607
sample_1_Aligned.sortedByCoord.out,chr6,48156155,48160681,-,8,4,12,novel,chr6:48156155-48160681
sample_1_Aligned.sortedByCoord.out,chr20,43931536,43934365,-,7,2,9,known,chr20:43931536-43934365
sample_1_Aligned.sortedByCoord.out,chr3,44707312,44714577,-,13,5,18,known,chr3:44707312-44714577
sample_1_Aligned.sortedByCoord.out,chr6,46448874,46455255,-,7,2,9,known,chr6:46448874-46455255
sample_1_Aligned.sortedByCoord.out,chr1,33508858,33512015,-,9,1,10,known,chr1:33508858-33512015
sample_1_Aligned.sortedByCoord.out,chr14,40457968,40462945,-,8,2,10,known,chr14:40457968-40462945
sample_1_Aligned.sortedByCoord.out,chr7,19877670,19881173,+,8,1,9,known,chr7:19877670-19881173
sample_1_Aligned.sortedByCoord.out,chr10,21270516,21280125,-,7,0,7,known,chr10:21270516-21280125
sample_1_Aligned.sortedByCoord.out,chr10,45727621,45735111,-,11,0,11,known,chr10:45727621-45735111
sample_1_Aligned.sortedByCoord.out,chr3,29235304,29238311,+,9,0,9,known,chr3:29235304-29238311
sample_1_Aligned.sortedByCoord.out,chr15,15949743,15954415,-,8,3,11,known,chr15:15949743-15954415
sample_1_Aligned.sortedByCoord.out,chr13,32346143,32355359,-,12,2,14,known,chr13:32346143-32355359
sample_1_Aligned.sortedByCoord.out,chr12,15479890,15483463,+,15,3,18,known,chr12:15479890-15483463
sample_1_Aligned.sortedByCoord.out,chr19,44057685,44061545,-,13,2,15,novel,chr19:44057685-44061545
sample_1_Aligned.sortedByCoord.out,chr11,35981516,35984151,+,7,2,9,known,chr11:35981516-35984151
sample_1_Aligned.sortedByCoord.out,chr10,25085972,25092563,+,5,0,5,novel,chr10:25085972-25092563
sample_1_Aligned.sortedByCoord.out,chr21,24126837,24133491,-,7,2,9,known,chr21:24126837-24133491
sample_1_Aligned.sortedByCoord.out,chr5,13779155,13787390,+,11,1,12,known,chr5:13779155-13787390
sample_1_Aligned.sortedByCoord.out,chr6,20969671,20979626,-,7,2,9,known,chr6:20969671-20979626
sample_1_Aligned.sortedByCoord.out,chr19,24128091,24135418,-,12,1,13,known,chr19:24128091-24135418
sample_1_Aligned.sortedByCoord.out,chr2,22908009,22916209,+,5,1,6,known,chr2:22908009-22916209
sample_1_Aligned.sortedByCoord.out,chr16,8657110,8664816,-,14,0,14,known,chr16:8657110-8664816
sample_1_Aligned.sortedByCoord.out,chr12,24645994,24655542,-,11,5,16,known,chr12:24645994-24655542
sample_1_Aligned.sortedByCoord.out,chr20,2526479,2531756,-,14,3,17,known,chr20:2526479-2531756
sample_1_Aligned.sortedByCoord.out,chr8,27521915,27531528,-,6,5,11,known,chr8:27521915-27531528
sample_1_Aligned.sortedByCoord.out,chr1,47603268,47612826,-,13,2,15,known,chr1:47603268-47612826
sample_1_Aligned.sortedByCoord.out,chr18,32423655,32430476,+,7,5,12,known,chr18:32423655-32430476
sample_1_Aligned.sortedByCoord.out,chr4,13421095,13422537,+,14,3,17,known,chr4:13421095-13422537
sample_1_Aligned.sortedByCoord.out,chr7,36334173,36343526,+,7,2,9,known,chr7:36334173-36343526
sample_1_Aligned.sortedByCoord.out,chr5,9723817,9733056,-,10,3,13,known,chr5:9723817-9733056
sample_1_Aligned.sortedByCoord.out,chr2,14670279,14674412,-,12,1,13,novel,chr2:14670279-14674412
sample_1_Aligned.sortedByCoord.out,chr17,45932704,45939977,+,12,3,15,known,chr17:45932704-45939977
sample_1_Aligned.sortedByCoord.out,chr8,21286174,21295611,+,14,1,15,known,chr8:21286174-21295611
sample_1_Aligned.sortedByCoord.out,chr19,21446906,21449965,-,6,3,9,known,chr19:21446906-21449965
sample_1_Aligned.sortedByCoord.out,chr14,6889265,6897535,+,9,1,10,known,chr14:6889265-6897535
sample_1_Aligned.sortedByCoord.out,chr4,25196236,25200062,+,12,2,14,known,chr4:25196236-25200062
sample_1_Aligned.sortedByCoord.out,chr11,13983228,13990344,-,9,4,13,known,chr11:13983228-13990344
sample_1_Aligned.sortedByCoord.out,chr3,46352796,46357109,+,11,3,14,novel,chr3:46352796-46357109
sample_1_Aligned.sortedByCoord.out,chr6,6874611,6881979,-,6,3,9,novel,chr6:6874611-6881979
sample_1_Aligned.sortedByCoord.out,chr4,24094979,24098292,+,7,2,9,known,chr4:24094979-24098292
sample_1_Aligned.sortedByCoord.out,chr13,23737517,23741099,+,6,2,8,known,chr13:23737517-23741099
sample_1_Aligned.sortedByCoord.out,chr20,13832830,13841198,-,12,1,13,known,chr20:13832830-13841198
sample_1_Aligned.sortedByCoord.out,chr8,42744557,42753514,-,12,3,15,novel,chr8:42744557-42753514
sample_1_Aligned.sortedByCoord.out,chr9,46593401,46598031,-,10,4,14,known,chr9:46593401-46598031
sample_1_Aligned.sortedByCoord.out,chr20,31438231,31439318,-,8,2,10,known,chr20:31438231-31439318
sample_1_Aligned.sortedByCoord.out,chr13,30425233,30430883,-,14,3,17,known,chr13:30425233-30430883
sample_1_Aligned.sortedByCoord.out,chr8,44325477,44328155,+,11,3,14,known,chr8:44325477-44328155
sample_1_Aligned.sortedByCoord.out,chr5,6538705,6541842,-,8,1,9,novel,chr5:6538705-6541842
sample_1_Aligned.sortedByCoord.out,chr7,24921590,24930744,-,11,1,12,known,chr7:24921590-24930744
sample_1_Aligned.sortedByCoord.out,chr1,45310821,45319970,-,7,3,10,known,chr1:45310821-45319970
